Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	CPA	Time
1	15426	True	13	70	0	2	2	model-15426.graphml	UNSCHED	3.1345871019998413
1	15427	True	13	70	0	2	2	model-15427.graphml	UNSCHED	1.9812229910000951
1	15428	True	13	70	0	2	2	model-15428.graphml	UNSCHED	1.6638540009998906
1	15429	True	13	70	0	2	2	model-15429.graphml	UNSCHED	1.8166529689999606
1	15430	True	13	70	0	2	2	model-15430.graphml	UNSCHED	2.8734388270002
1	15431	True	13	80	0	2	2	model-15431.graphml	UNSCHED	0.6932489230000556
1	15432	True	13	80	0	2	2	model-15432.graphml	UNSCHED	3.5300944630000686
1	15433	True	13	80	0	2	2	model-15433.graphml	UNSCHED	0.26596251400019355
1	15434	True	13	80	0	2	2	model-15434.graphml	UNSCHED	0.3078982370000176
1	15435	True	13	80	0	2	2	model-15435.graphml	UNSCHED	0.7091104679998352
1	15436	True	13	80	0	2	2	model-15436.graphml	UNSCHED	5.371029521000082
1	15437	True	13	80	0	2	2	model-15437.graphml	UNSCHED	6.516240960000005
1	15438	True	13	80	0	2	2	model-15438.graphml	UNSCHED	0.22545066800012137
1	15439	True	13	80	0	2	2	model-15439.graphml	UNSCHED	0.46945053399986136
1	15440	True	13	80	0	2	2	model-15440.graphml	UNSCHED	0.4847794810000323
1	15441	True	13	90	0	2	2	model-15441.graphml	UNSCHED	0.21591625100018064
1	15442	True	13	90	0	2	2	model-15442.graphml	UNSCHED	0.4644889310000053
1	15443	True	13	90	0	2	2	model-15443.graphml	UNSCHED	0.6262963500000751
1	15444	True	13	90	0	2	2	model-15444.graphml	UNSCHED	0.2058430940001017
1	15445	True	13	90	0	2	2	model-15445.graphml	UNSCHED	0.9029121629998826
1	15446	True	13	90	0	2	2	model-15446.graphml	UNSCHED	0.4266494989999501
1	15447	True	13	90	0	2	2	model-15447.graphml	UNSCHED	1.0234117960001186
1	15448	True	13	90	0	2	2	model-15448.graphml	UNSCHED	2.2110916690000977
1	15449	True	13	90	0	2	2	model-15449.graphml	UNSCHED	1.0526679089998652
